,Model,Correlation,Condition
68,NCN,0.47031971811148243,Bootstraping
69,NCN,0.45924703683433843,Bootstraping
70,NCN,0.5976491174200701,Bootstraping
71,NCN,0.5942444603603317,Bootstraping
72,NCN,0.5564530623797089,Bootstraping
73,NCN,0.5991966002469558,Bootstraping
74,NCN,0.2627794632464946,Bootstraping
75,NCN,0.4020765921670777,Bootstraping
76,NCN,0.56967680539837,Bootstraping
77,NCN,0.4836491168841115,Bootstraping
78,NCN,0.6316417650756389,Bootstraping
79,NCN,0.3935924431853932,Bootstraping
80,NCN,0.41344205695819625,Bootstraping
81,NCN,0.5278767975887184,Bootstraping
82,NCN,0.7765964709625649,Bootstraping
83,NCN,0.6411550097213049,Bootstraping
84,NCN,0.5157134446304175,Bootstraping
85,NCN,0.4220044460266441,Bootstraping
86,NCN,0.47787041715603173,Bootstraping
87,NCN,0.4778860750372338,Bootstraping
88,NCN,0.6203972033682265,Bootstraping
89,NCN,0.6358434896229027,Bootstraping
90,NCN,0.4943432768719733,Bootstraping
91,NCN,0.4611655704729015,Bootstraping
92,NCN,0.536639672300912,Bootstraping
93,NCN,0.4395432750407706,Bootstraping
94,NCN,0.4229560797259355,Bootstraping
95,NCN,0.6435344769132817,Bootstraping
96,NCN,0.44119062847358403,Bootstraping
97,NCN,0.2810719178063412,Bootstraping
98,NCN,0.38230274520558305,Bootstraping
99,NCN,0.4774241238566752,Bootstraping
100,NCN,0.5377345220914127,Bootstraping
101,NCN,0.5310991313861348,Bootstraping
102,NCN,0.5065643135110606,Bootstraping
103,NCN,0.6008494450003106,Bootstraping
104,NCN,0.6478057359781803,Bootstraping
105,NCN,0.5392294150136719,Bootstraping
106,NCN,0.4671284083484524,Bootstraping
107,NCN,0.45757334746957445,Bootstraping
108,NCN,0.5833212856570869,Bootstraping
109,NCN,0.611888469686319,Bootstraping
110,NCN,0.5084677008932893,Bootstraping
111,NCN,0.38776649638761373,Bootstraping
112,NCN,0.48137666934702916,Bootstraping
113,NCN,0.7205086485809812,Bootstraping
114,NCN,0.5348185862488479,Bootstraping
115,NCN,0.61900410561968,Bootstraping
116,NCN,0.5095302002724851,Bootstraping
117,NCN,0.6729139384145805,Bootstraping
118,NCN,0.570177420323429,Bootstraping
119,NCN,0.7816571435709615,Bootstraping
120,NCN,0.582358009518227,Bootstraping
121,NCN,0.6376772308280488,Bootstraping
122,NCN,0.4124562338490696,Bootstraping
123,NCN,0.7650080142831193,Bootstraping
124,NCN,0.5222228084663698,Bootstraping
125,NCN,0.597515165672875,Bootstraping
126,NCN,0.4111723756687229,Bootstraping
127,NCN,0.5232776045896568,Bootstraping
128,NCN,0.5274239332377743,Bootstraping
129,NCN,0.45141712008390045,Bootstraping
130,NCN,0.4378588241345698,Bootstraping
131,NCN,0.48553200809408814,Bootstraping
132,NCN,0.5682057613338543,Bootstraping
133,NCN,0.37139191943213035,Bootstraping
134,NCN,0.6722090776777319,Bootstraping
135,NCN,0.6942051998161471,Bootstraping
136,NCN,0.4932217196470807,Bootstraping
137,NCN,0.6509835444240448,Bootstraping
138,NCN,0.39945943353378355,Bootstraping
139,NCN,0.6292858818536107,Bootstraping
140,NCN,0.7510665676161868,Bootstraping
141,NCN,0.6960124330265749,Bootstraping
142,NCN,0.32034199238063477,Bootstraping
143,NCN,0.6502552025535935,Bootstraping
144,NCN,0.6808759646563165,Bootstraping
145,NCN,0.5203344580904344,Bootstraping
146,NCN,0.36778119794527464,Bootstraping
147,NCN,0.5108140996021145,Bootstraping
148,NCN,0.7260583218893802,Bootstraping
149,NCN,0.6844931524288282,Bootstraping
150,NCN,0.5413045288234308,Bootstraping
151,NCN,0.453076680233819,Bootstraping
152,NCN,0.5675351429297162,Bootstraping
153,NCN,0.7481513587030507,Bootstraping
154,NCN,0.61900486758535,Bootstraping
155,NCN,0.48911628636454463,Bootstraping
156,NCN,0.5878908722496278,Bootstraping
157,NCN,0.69044761834291,Bootstraping
158,NCN,0.3466978264958308,Bootstraping
159,NCN,0.7560165573963435,Bootstraping
160,NCN,0.6777154038368667,Bootstraping
161,NCN,0.6463702357254837,Bootstraping
162,NCN,0.5338717149581786,Bootstraping
163,NCN,0.7718722461863748,Bootstraping
164,NCN,0.5303452693782914,Bootstraping
165,NCN,0.4606665885218977,Bootstraping
166,NCN,0.414811805288285,Bootstraping
167,NCN,0.5090470183653539,Bootstraping
168,NCN,0.47969752721691994,Bootstraping
169,NCN,0.4700499773768694,Bootstraping
170,NCN,0.5157901178074192,Bootstraping
171,NCN,0.6973010779576816,Bootstraping
172,NCN,0.6379682967773376,Bootstraping
173,NCN,0.7342263696990953,Bootstraping
174,NCN,0.5684604718730804,Bootstraping
175,NCN,0.6039205930626864,Bootstraping
176,NCN,0.49150102210300384,Bootstraping
177,NCN,0.7143547048683515,Bootstraping
178,NCN,0.5177398480995353,Bootstraping
179,NCN,0.5227954407405486,Bootstraping
180,NCN,0.4336834948063303,Bootstraping
181,NCN,0.6056188031194805,Bootstraping
182,NCN,0.6276232306980093,Bootstraping
183,NCN,0.2604579234366311,Bootstraping
184,NCN,0.7738777786452604,Bootstraping
185,NCN,0.6316686908236445,Bootstraping
186,NCN,0.45933503814873666,Bootstraping
187,NCN,0.6328423561785466,Bootstraping
188,NCN,0.616748386256394,Bootstraping
189,NCN,0.5650863807421121,Bootstraping
190,NCN,0.4916872744509483,Bootstraping
191,NCN,0.4940982757836778,Bootstraping
192,NCN,0.44056384976216223,Bootstraping
193,NCN,0.6214819306201356,Bootstraping
194,NCN,0.7163879201345,Bootstraping
195,NCN,0.41501893754515196,Bootstraping
196,NCN,0.7151552477557472,Bootstraping
197,NCN,0.5526895663859701,Bootstraping
198,NCN,0.39613439784702076,Bootstraping
199,NCN,0.6336661622180192,Bootstraping
200,NCN,0.7027370586034879,Bootstraping
201,NCN,0.6476761091222686,Bootstraping
202,NCN,0.620783394066796,Bootstraping
203,NCN,0.6362523704526548,Bootstraping
204,NCN,0.5530753122852646,Bootstraping
205,NCN,0.765394415721468,Bootstraping
206,NCN,0.5023347853662459,Bootstraping
207,NCN,0.6746079614827042,Bootstraping
208,NCN,0.522273985569766,Bootstraping
209,NCN,0.4784150653233844,Bootstraping
210,NCN,0.6039312230946978,Bootstraping
211,NCN,0.7000644332218605,Bootstraping
212,NCN,0.4323472066643308,Bootstraping
213,NCN,0.4716933527905047,Bootstraping
214,NCN,0.7223942390671768,Bootstraping
215,NCN,0.5398315816691945,Bootstraping
216,NCN,0.5439203477259569,Bootstraping
217,NCN,0.5147308037465766,Bootstraping
218,NCN,0.499046821419289,Bootstraping
219,NCN,0.44246846040795806,Bootstraping
220,NCN,0.6871046621658505,Bootstraping
221,NCN,0.5185105199526331,Bootstraping
222,NCN,0.5915137122341839,Bootstraping
223,NCN,0.45689700922021836,Bootstraping
224,NCN,0.596427206809462,Bootstraping
225,NCN,0.5613370142029286,Bootstraping
226,NCN,0.6696495941871843,Bootstraping
227,NCN,0.5562286049129435,Bootstraping
228,NCN,0.5064860607592235,Bootstraping
229,NCN,0.6301229949837319,Bootstraping
230,NCN,0.62830463405016,Bootstraping
231,NCN,0.5611591935061243,Bootstraping
232,NCN,0.4382389331922454,Bootstraping
233,NCN,0.733924118075932,Bootstraping
234,NCN,0.6389992324374466,Bootstraping
235,NCN,0.4543190177613984,Bootstraping
236,NCN,0.47339093288694756,Bootstraping
237,NCN,0.7021396558668834,Bootstraping
238,NCN,0.7113377620505399,Bootstraping
239,NCN,0.3577415629906213,Bootstraping
240,NCN,0.39936006559091153,Bootstraping
241,NCN,0.49605791775050767,Bootstraping
242,NCN,0.6364404245664971,Bootstraping
243,NCN,0.602671002250405,Bootstraping
244,NCN,0.45315080796540397,Bootstraping
245,NCN,0.5702297648382393,Bootstraping
246,NCN,0.7173211211423469,Bootstraping
247,NCN,0.7973860796268337,Bootstraping
248,NCN,0.7074724426874424,Bootstraping
249,NCN,0.5406996666761968,Bootstraping
250,NCN,0.5945707583933927,Bootstraping
251,NCN,0.42498493513193836,Bootstraping
252,NCN,0.5351943527557045,Bootstraping
253,NCN,0.5256927963935932,Bootstraping
254,NCN,0.4130795791814398,Bootstraping
255,NCN,0.5543476952776695,Bootstraping
256,NCN,0.6510796693194202,Bootstraping
257,NCN,0.5059659294925645,Bootstraping
258,NCN,0.5018391513680048,Bootstraping
259,NCN,0.5991681681790428,Bootstraping
260,NCN,0.6164427958939703,Bootstraping
261,NCN,0.7021002693363049,Bootstraping
262,NCN,0.5650518686302529,Bootstraping
263,NCN,0.6093560150730357,Bootstraping
264,NCN,0.45707941817997777,Bootstraping
265,NCN,0.5888857621627155,Bootstraping
266,NCN,0.5607343419276045,Bootstraping
267,NCN,0.45074871927303417,Bootstraping
268,NCN,0.44747037598715367,Bootstraping
269,NCN,0.5442832472020926,Bootstraping
270,NCN,0.5074482677528956,Bootstraping
271,NCN,0.5112606872807016,Bootstraping
272,NCN,0.3551984881496346,Bootstraping
273,NCN,0.5315909617784252,Bootstraping
274,NCN,0.45560941496722807,Bootstraping
275,NCN,0.360063676862328,Bootstraping
276,NCN,0.5086351558431891,Bootstraping
277,NCN,0.5269396448902235,Bootstraping
278,NCN,0.6134110769341767,Bootstraping
279,NCN,0.5304465245700832,Bootstraping
280,NCN,0.6447430873634175,Bootstraping
281,NCN,0.5109463811008794,Bootstraping
282,NCN,0.4714397422383938,Bootstraping
283,NCN,0.41780541895392775,Bootstraping
284,NCN,0.7232985518511846,Bootstraping
285,NCN,0.7026380842489842,Bootstraping
286,NCN,0.6356537554404003,Bootstraping
287,NCN,0.6395662478487375,Bootstraping
288,NCN,0.7043486124547164,Bootstraping
289,NCN,0.44752902889095814,Bootstraping
290,NCN,0.5576386185623009,Bootstraping
291,NCN,0.5514042804311906,Bootstraping
292,NCN,0.6932652331222535,Bootstraping
293,NCN,0.6062671364220267,Bootstraping
294,NCN,0.69875850603142,Bootstraping
295,NCN,0.5289405750685938,Bootstraping
296,NCN,0.5516073192746177,Bootstraping
297,NCN,0.3835170183350516,Bootstraping
298,NCN,0.6177826244775046,Bootstraping
299,NCN,0.5093631436411388,Bootstraping
300,NCN,0.5216901142959504,Bootstraping
301,NCN,0.6453279112831684,Bootstraping
302,NCN,0.4953069196337324,Bootstraping
303,NCN,0.6180062557954008,Bootstraping
304,NCN,0.514748304910191,Bootstraping
305,NCN,0.6151308607298912,Bootstraping
306,NCN,0.6607679010213113,Bootstraping
307,NCN,0.3761688253899971,Bootstraping
308,NCN,0.5156681954884432,Bootstraping
309,NCN,0.5430331785812531,Bootstraping
310,NCN,0.38707377399787746,Bootstraping
311,NCN,0.6521245704807791,Bootstraping
312,NCN,0.6165994289548183,Bootstraping
313,NCN,0.6769575417041666,Bootstraping
314,NCN,0.4590767250542286,Bootstraping
315,NCN,0.37364914178038866,Bootstraping
316,NCN,0.6860430613169954,Bootstraping
317,NCN,0.329326744726093,Bootstraping
318,NCN,0.4178308252384182,Bootstraping
319,NCN,0.5445845923916167,Bootstraping
320,NCN,0.472563886355698,Bootstraping
321,NCN,0.44318247997994464,Bootstraping
322,NCN,0.7151448465109351,Bootstraping
323,NCN,0.49259716170164647,Bootstraping
324,NCN,0.5133914484913955,Bootstraping
325,NCN,0.5347211763254667,Bootstraping
326,NCN,0.6715311759055194,Bootstraping
327,NCN,0.5240439114685438,Bootstraping
328,NCN,0.40195165929410237,Bootstraping
329,NCN,0.41260455463705614,Bootstraping
330,NCN,0.5443370792014702,Bootstraping
331,NCN,0.48885798051523,Bootstraping
332,NCN,0.4565822176217509,Bootstraping
333,NCN,0.4866114493354312,Bootstraping
334,NCN,0.5418826890979332,Bootstraping
335,NCN,0.6818671236554256,Bootstraping
336,NCN,0.5871390075496049,Bootstraping
337,NCN,0.5563535980142216,Bootstraping
338,NCN,0.5929691512675865,Bootstraping
339,NCN,0.6365971947737797,Bootstraping
340,NCN,0.2872470397075073,Bootstraping
341,NCN,0.5747805533523014,Bootstraping
342,NCN,0.5397909053754167,Bootstraping
343,NCN,0.5615763779324843,Bootstraping
344,NCN,0.46323363764032455,Bootstraping
345,NCN,0.6929011538054681,Bootstraping
346,NCN,0.7502230394205941,Bootstraping
347,NCN,0.4429794478642899,Bootstraping
348,NCN,0.4800240470265331,Bootstraping
349,NCN,0.4965420706779181,Bootstraping
350,NCN,0.49357037595231124,Bootstraping
351,NCN,0.5478498384225476,Bootstraping
352,NCN,0.5967611665620631,Bootstraping
353,NCN,0.5475982994504406,Bootstraping
354,NCN,0.5727471273502474,Bootstraping
355,NCN,0.2887551023334948,Bootstraping
356,NCN,0.683560753706314,Bootstraping
357,NCN,0.5548249387497949,Bootstraping
358,NCN,0.6550715185122509,Bootstraping
359,NCN,0.26347925745499057,Bootstraping
360,NCN,0.6379637747274053,Bootstraping
361,NCN,0.5554834634792268,Bootstraping
362,NCN,0.6064864719117333,Bootstraping
363,NCN,0.5637095529581686,Bootstraping
364,NCN,0.4528029773708693,Bootstraping
365,NCN,0.6441531886408103,Bootstraping
366,NCN,0.34151119449417155,Bootstraping
367,NCN,0.5570166077563724,Bootstraping
368,NCN,0.48540356442341914,Bootstraping
369,NCN,0.5739452383390197,Bootstraping
370,NCN,0.5549325808478041,Bootstraping
371,NCN,0.6125011661935584,Bootstraping
372,NCN,0.6841835518484792,Bootstraping
373,NCN,0.36377699514263084,Bootstraping
374,NCN,0.4175922767355147,Bootstraping
375,NCN,0.616444830725397,Bootstraping
376,NCN,0.4555032867053088,Bootstraping
377,NCN,0.41750188551155687,Bootstraping
378,NCN,0.4310847033426817,Bootstraping
379,NCN,0.8629286083588007,Bootstraping
380,NCN,0.761613330735492,Bootstraping
381,NCN,0.3775602361034185,Bootstraping
382,NCN,0.5451095637105502,Bootstraping
383,NCN,0.6469929628729458,Bootstraping
384,NCN,0.26633408012804516,Bootstraping
385,NCN,0.5016327071613348,Bootstraping
386,NCN,0.45490150450954936,Bootstraping
387,NCN,0.6296628811235356,Bootstraping
388,NCN,0.48077071509537883,Bootstraping
389,NCN,0.5251176611101422,Bootstraping
390,NCN,0.42417764437161365,Bootstraping
391,NCN,0.7325023216936449,Bootstraping
392,NCN,0.6420667420575222,Bootstraping
393,NCN,0.4647602401597366,Bootstraping
394,NCN,0.5265115714735117,Bootstraping
395,NCN,0.40535162820272275,Bootstraping
396,NCN,0.5290581660132279,Bootstraping
397,NCN,0.7265133722113302,Bootstraping
398,NCN,0.6412160679917485,Bootstraping
399,NCN,0.47495416515099276,Bootstraping
400,NCN,0.4178978952368546,Bootstraping
401,NCN,0.6068431786587373,Bootstraping
402,NCN,0.5398030029671886,Bootstraping
403,NCN,0.47043686643314964,Bootstraping
404,NCN,0.7071659463839156,Bootstraping
405,NCN,0.574656243671449,Bootstraping
406,NCN,0.5400074862911137,Bootstraping
407,NCN,0.527512422401063,Bootstraping
408,NCN,0.5080047087859806,Bootstraping
409,NCN,0.39738135733966107,Bootstraping
410,NCN,0.6475348081406493,Bootstraping
411,NCN,0.6477675836927247,Bootstraping
412,NCN,0.5399562284018373,Bootstraping
413,NCN,0.5998085919660997,Bootstraping
414,NCN,0.4507901328577555,Bootstraping
415,NCN,0.6224238767987318,Bootstraping
416,NCN,0.748613037325576,Bootstraping
417,NCN,0.5390109643667395,Bootstraping
418,NCN,0.6000882478844252,Bootstraping
419,NCN,0.5562318119371046,Bootstraping
420,NCN,0.6069989268570655,Bootstraping
421,NCN,0.6136558428913328,Bootstraping
422,NCN,0.3349357670839219,Bootstraping
423,NCN,0.6563830824083977,Bootstraping
424,NCN,0.5455116987661005,Bootstraping
425,NCN,0.6850167515730625,Bootstraping
426,NCN,0.3945743844877798,Bootstraping
427,NCN,0.5210060386465922,Bootstraping
428,NCN,0.4217957230488216,Bootstraping
429,NCN,0.5408037172549529,Bootstraping
430,NCN,0.5495347050434919,Bootstraping
431,NCN,0.42367863912752246,Bootstraping
432,NCN,0.810793450156212,Bootstraping
433,NCN,0.6360734581783336,Bootstraping
434,NCN,0.6930606894748255,Bootstraping
435,NCN,0.5301141237879192,Bootstraping
436,NCN,0.5802580848291524,Bootstraping
437,NCN,0.7569776101675983,Bootstraping
438,NCN,0.4998643058887262,Bootstraping
439,NCN,0.5470945745123131,Bootstraping
440,NCN,0.38500944071765275,Bootstraping
441,NCN,0.5391112758230118,Bootstraping
442,NCN,0.540642833269491,Bootstraping
443,NCN,0.5577915462767731,Bootstraping
444,NCN,0.6389505684233147,Bootstraping
445,NCN,0.6549026809851686,Bootstraping
446,NCN,0.4840269794997286,Bootstraping
447,NCN,0.6382192155106724,Bootstraping
448,NCN,0.5261886967856199,Bootstraping
449,NCN,0.5485581437367697,Bootstraping
450,NCN,0.5333502462251952,Bootstraping
451,NCN,0.4376484016620822,Bootstraping
452,NCN,0.6461500630609059,Bootstraping
453,NCN,0.6119744840424203,Bootstraping
454,NCN,0.6196635273702636,Bootstraping
455,NCN,0.46537313895025556,Bootstraping
456,NCN,0.6685561098632302,Bootstraping
457,NCN,0.4635412480983542,Bootstraping
458,NCN,0.6849381043706196,Bootstraping
459,NCN,0.42137907696619736,Bootstraping
460,NCN,0.6733794141610255,Bootstraping
461,NCN,0.6398251207002285,Bootstraping
462,NCN,0.47676672462974967,Bootstraping
463,NCN,0.37531411967758943,Bootstraping
464,NCN,0.47183114119344927,Bootstraping
465,NCN,0.5471543734755566,Bootstraping
466,NCN,0.664114773452783,Bootstraping
467,NCN,0.6449081651066909,Bootstraping
468,NCN,0.8351373479195129,Bootstraping
469,NCN,0.7692535073288691,Bootstraping
470,NCN,0.7785422130928948,Bootstraping
471,NCN,0.5135324622328059,Bootstraping
472,NCN,0.39456565903221275,Bootstraping
473,NCN,0.642878824157157,Bootstraping
474,NCN,0.5316927476199726,Bootstraping
475,NCN,0.5076682791655632,Bootstraping
476,NCN,0.5083885990961515,Bootstraping
477,NCN,0.3638354882566497,Bootstraping
478,NCN,0.47203843072010643,Bootstraping
479,NCN,0.4604079961401004,Bootstraping
480,NCN,0.6069624906849901,Bootstraping
481,NCN,0.50199185406968,Bootstraping
482,NCN,0.5074346150080059,Bootstraping
483,NCN,0.5172633307622104,Bootstraping
484,NCN,0.5931759212307945,Bootstraping
485,NCN,0.6498075888843073,Bootstraping
486,NCN,0.5360085045355418,Bootstraping
487,NCN,0.3965044814368913,Bootstraping
488,NCN,0.539580381424086,Bootstraping
489,NCN,0.5816437958661587,Bootstraping
490,NCN,0.5790383673009073,Bootstraping
491,NCN,0.47598207505560186,Bootstraping
492,NCN,0.7336466607344491,Bootstraping
493,NCN,0.4020845368247581,Bootstraping
494,NCN,0.5614795513349313,Bootstraping
495,NCN,0.536951893898857,Bootstraping
496,NCN,0.65263963036383,Bootstraping
497,NCN,0.6768504185670663,Bootstraping
498,NCN,0.6638399463677932,Bootstraping
499,NCN,0.5520199433595169,Bootstraping
500,NCN,0.5330184503724156,Bootstraping
501,NCN,0.6510033854901847,Bootstraping
502,NCN,0.6659659180228452,Bootstraping
503,NCN,0.5565859262206273,Bootstraping
504,NCN,0.535894549643077,Bootstraping
505,NCN,0.6294909339193726,Bootstraping
506,NCN,0.7853105940209218,Bootstraping
507,NCN,0.6407791339978691,Bootstraping
508,NCN,0.636923306355155,Bootstraping
509,NCN,0.599957973155454,Bootstraping
510,NCN,0.4091317529279592,Bootstraping
511,NCN,0.6190382624783594,Bootstraping
512,NCN,0.496825900638439,Bootstraping
513,NCN,0.40889646598604923,Bootstraping
514,NCN,0.5144547693341519,Bootstraping
515,NCN,0.5513470926977204,Bootstraping
516,NCN,0.6046963526800943,Bootstraping
517,NCN,0.4067681408953834,Bootstraping
518,NCN,0.5246763929011858,Bootstraping
519,NCN,0.48847838402759636,Bootstraping
520,NCN,0.6804664352675458,Bootstraping
521,NCN,0.4963456224788094,Bootstraping
522,NCN,0.6043623925391117,Bootstraping
523,NCN,0.6761947490563391,Bootstraping
524,NCN,0.7172440427210615,Bootstraping
525,NCN,0.5370817478231985,Bootstraping
526,NCN,0.3717217778818681,Bootstraping
527,NCN,0.5443990534502599,Bootstraping
528,NCN,0.42795306654546184,Bootstraping
529,NCN,0.5152486024964804,Bootstraping
530,NCN,0.5912315279378048,Bootstraping
531,NCN,0.6848269019240479,Bootstraping
532,NCN,0.5436739211370678,Bootstraping
533,NCN,0.41457366594079725,Bootstraping
534,NCN,0.4856986547830373,Bootstraping
535,NCN,0.45540341376115845,Bootstraping
536,NCN,0.5931998083576948,Bootstraping
537,NCN,0.5690680540040318,Bootstraping
538,NCN,0.5153489906779258,Bootstraping
539,NCN,0.6123871039927267,Bootstraping
540,NCN,0.47526912008619293,Bootstraping
541,NCN,0.661125217096075,Bootstraping
542,NCN,0.6243728378303108,Bootstraping
543,NCN,0.36883826971472966,Bootstraping
544,NCN,0.4906264413274579,Bootstraping
545,NCN,0.6436270195199081,Bootstraping
546,NCN,0.5814917385747727,Bootstraping
547,NCN,0.529493852794284,Bootstraping
548,NCN,0.4153779729532767,Bootstraping
549,NCN,0.5883726829151528,Bootstraping
550,NCN,0.6419107951372232,Bootstraping
551,NCN,0.6309075591999063,Bootstraping
552,NCN,0.5105716411057608,Bootstraping
553,NCN,0.5905121221328543,Bootstraping
554,NCN,0.4136891722395786,Bootstraping
555,NCN,0.37033057880607956,Bootstraping
556,NCN,0.6053996541299322,Bootstraping
557,NCN,0.4803572411844268,Bootstraping
558,NCN,0.3164278849182085,Bootstraping
559,NCN,0.5578626045919622,Bootstraping
560,NCN,0.6013254078123172,Bootstraping
561,NCN,0.5267169773744895,Bootstraping
562,NCN,0.5265336945031555,Bootstraping
563,NCN,0.47454643380036554,Bootstraping
564,NCN,0.5783925382840726,Bootstraping
565,NCN,0.4835636979211577,Bootstraping
566,NCN,0.8054492790297623,Bootstraping
567,NCN,0.644290627432564,Bootstraping
568,NCN,0.4924845832847299,Bootstraping
569,NCN,0.628779832070272,Bootstraping
570,NCN,0.6388263264278861,Bootstraping
571,NCN,0.43571919049929386,Bootstraping
572,NCN,0.46026107696383534,Bootstraping
573,NCN,0.6117755697980418,Bootstraping
574,NCN,0.6359667293912332,Bootstraping
575,NCN,0.4372564739954703,Bootstraping
576,NCN,0.6500573960897438,Bootstraping
577,NCN,0.6436847132730126,Bootstraping
578,NCN,0.5499718685457149,Bootstraping
579,NCN,0.5356652858002476,Bootstraping
580,NCN,0.48143879092682096,Bootstraping
581,NCN,0.6608730384293424,Bootstraping
582,NCN,0.604342423510361,Bootstraping
583,NCN,0.43922239947500175,Bootstraping
584,NCN,0.6701606408447532,Bootstraping
585,NCN,0.6672088909602093,Bootstraping
586,NCN,0.6164711780701563,Bootstraping
587,NCN,0.4995028061722462,Bootstraping
588,NCN,0.5534905620136698,Bootstraping
589,NCN,0.6222669878935957,Bootstraping
590,NCN,0.42264262090926086,Bootstraping
591,NCN,0.4499605374181255,Bootstraping
592,NCN,0.7237377972711025,Bootstraping
593,NCN,0.6461947339844152,Bootstraping
594,NCN,0.6742014430381047,Bootstraping
595,NCN,0.46089557503013645,Bootstraping
596,NCN,0.6165030613999561,Bootstraping
597,NCN,0.5117214093286397,Bootstraping
598,NCN,0.5943959166455527,Bootstraping
599,NCN,0.5416800354876673,Bootstraping
600,NCN,0.7832040017184244,Bootstraping
601,NCN,0.5452761468517064,Bootstraping
602,NCN,0.6163634958064842,Bootstraping
603,NCN,0.5658299848980094,Bootstraping
604,NCN,0.45256446334699996,Bootstraping
605,NCN,0.6074483596423329,Bootstraping
606,NCN,0.6434372643801389,Bootstraping
607,NCN,0.6206951852901513,Bootstraping
608,NCN,0.4283222346116864,Bootstraping
609,NCN,0.4575419445917469,Bootstraping
610,NCN,0.5653109838132314,Bootstraping
611,NCN,0.44232775622777365,Bootstraping
612,NCN,0.4552128425164468,Bootstraping
613,NCN,0.5789347613518557,Bootstraping
614,NCN,0.5712607954483027,Bootstraping
615,NCN,0.4266191493311785,Bootstraping
616,NCN,0.5354400583562143,Bootstraping
617,NCN,0.6020079135539158,Bootstraping
618,NCN,0.5954048219143042,Bootstraping
619,NCN,0.5616878701857492,Bootstraping
620,NCN,0.45417058845293035,Bootstraping
621,NCN,0.6131295026062052,Bootstraping
622,NCN,0.548699560747712,Bootstraping
623,NCN,0.29914092837392314,Bootstraping
624,NCN,0.5446531992843311,Bootstraping
625,NCN,0.6248259728702654,Bootstraping
626,NCN,0.6043495276510525,Bootstraping
627,NCN,0.4927654311471382,Bootstraping
628,NCN,0.4719775593929606,Bootstraping
629,NCN,0.6326214489227033,Bootstraping
630,NCN,0.6079386246847152,Bootstraping
631,NCN,0.4510052182310129,Bootstraping
632,NCN,0.6351043339077966,Bootstraping
633,NCN,0.37255909947997357,Bootstraping
634,NCN,0.6582429147606534,Bootstraping
635,NCN,0.4452069288136902,Bootstraping
636,NCN,0.5177838764788933,Bootstraping
